,MSW05_Binomial,iucn_status,order,body_mass_g,15-1_LitterSize,3-1_AgeatFirstBirth_d
1319,Eliurus_webbi,LC,Rodentia,61.13,0.0,
1320,Ellobius_alaicus,DD,Rodentia,,0.0,
1321,Ellobius_fuscocapillus,LC,Rodentia,80.0,3.46,
1322,Ellobius_lutescens,LC,Rodentia,,4.66,
1323,Ellobius_talpinus,LC,Rodentia,40.0,3.67,152.08
1324,Ellobius_tancrei,LC,Rodentia,,0.0,
1325,Emballonura_alecto,LC,Chiroptera,5.25,0.0,
1326,Emballonura_beccarii,LC,Chiroptera,4.31,0.0,
1327,Emballonura_dianae,LC,Chiroptera,,0.0,
1328,Emballonura_furax,DD,Chiroptera,,0.0,
1329,Emballonura_monticola,LC,Chiroptera,5.35,1.0,
1330,Emballonura_raffrayana,LC,Chiroptera,5.61,0.0,
1331,Emballonura_semicaudata,EN,Chiroptera,6.29,0.0,
1332,Emballonura_serii,LC,Chiroptera,,0.0,
1333,Enchisthenes_hartii,LC,Chiroptera,16.99,0.99,
1334,Enhydra_lutris,EN,Carnivora,27410.93,0.96,
1335,Eoglaucomys_fimbriatus,LC,Rodentia,510.0,3.74,
1336,Eolagurus_luteus,LC,Rodentia,26.0,7.5,
1337,Eolagurus_przewalskii,LC,Rodentia,,0.0,
1338,Eonycteris_major,DD,Chiroptera,70.7,1.0,
1339,Eonycteris_robusta,NT,Chiroptera,78.36,0.0,
1340,Eonycteris_spelaea,LC,Chiroptera,58.7,1.0,
1341,Eospalax_fontanierii,LC,Rodentia,256.76,0.0,
1342,Eospalax_rothschildi,LC,Rodentia,,0.0,
1343,Eospalax_smithii,LC,Rodentia,,0.0,
1344,Eothenomys_cachinus,LC,Rodentia,,0.0,
1345,Eothenomys_chinensis,LC,Rodentia,,0.0,
1346,Eothenomys_custos,LC,Rodentia,,0.0,
1347,Eothenomys_melanogaster,LC,Rodentia,19.59,1.8,
1348,Eothenomys_miletus,LC,Rodentia,,0.0,
1349,Eothenomys_olitor,LC,Rodentia,,0.0,
1350,Eothenomys_proditor,LC,Rodentia,,0.0,
1351,Eothenomys_wardi,NT,Rodentia,,0.0,
1352,Eozapus_setchuanus,LC,Rodentia,,0.0,
1353,Episoriculus_caudatus,LC,Soricomorpha,,4.77,
1354,Episoriculus_fumidus,LC,Soricomorpha,6.95,3.42,
1355,Episoriculus_leucops,LC,Soricomorpha,,0.0,
1356,Episoriculus_macrurus,LC,Soricomorpha,,0.0,
1357,Epixerus_ebii,LC,Rodentia,520.96,2.0,
1358,Epomophorus_angolensis,NT,Chiroptera,,1.0,
1359,Epomophorus_crypturus,LC,Chiroptera,95.04,0.99,
1360,Epomophorus_gambianus,LC,Chiroptera,134.59,0.98,
1361,Epomophorus_grandis,DD,Chiroptera,49.42,0.0,
1362,Epomophorus_labiatus,LC,Chiroptera,69.65,0.99,
1363,Epomophorus_minimus,LC,Chiroptera,,0.0,
1364,Epomophorus_minor,LC,Chiroptera,44.76,0.0,
1365,Epomophorus_wahlbergi,LC,Chiroptera,93.59,0.99,
1366,Epomops_buettikoferi,LC,Chiroptera,135.67,0.98,365.0
1367,Epomops_dobsonii,LC,Chiroptera,122.08,0.0,
1368,Epomops_franqueti,LC,Chiroptera,118.99,1.0,
1369,Eptesicus_andinus,LC,Chiroptera,,0.0,
1370,Eptesicus_bobrinskoi,LC,Chiroptera,7.54,0.0,
1371,Eptesicus_bottae,LC,Chiroptera,15.66,0.0,
1372,Eptesicus_brasiliensis,LC,Chiroptera,9.2,1.46,
1373,Eptesicus_chiriquinus,LC,Chiroptera,,0.0,
1374,Eptesicus_diminutus,LC,Chiroptera,5.99,0.0,
1375,Eptesicus_dimissus,DD,Chiroptera,13.03,0.0,
1376,Eptesicus_floweri,LC,Chiroptera,,0.0,
1377,Eptesicus_furinalis,LC,Chiroptera,7.7,1.86,
1378,Eptesicus_fuscus,LC,Chiroptera,17.49,1.85,
1379,Eptesicus_gobiensis,LC,Chiroptera,,0.0,
1380,Eptesicus_guadeloupensis,EN,Chiroptera,,0.0,
1381,Eptesicus_hottentotus,LC,Chiroptera,30.33,0.0,
1382,Eptesicus_innoxius,NT,Chiroptera,,0.0,
1383,Eptesicus_japonensis,EN,Chiroptera,,0.0,
1384,Eptesicus_nasutus,LC,Chiroptera,7.91,0.0,
1385,Eptesicus_nilssonii,LC,Chiroptera,10.72,1.5,
1386,Eptesicus_pachyotis,LC,Chiroptera,8.1,0.0,
1387,Eptesicus_platyops,DD,Chiroptera,,0.0,
1388,Eptesicus_serotinus,LC,Chiroptera,23.09,1.5,
1389,Eptesicus_tatei,DD,Chiroptera,,0.0,
1390,Equus_grevyi,EN,Perissodactyla,408000.35,1.0,1642.5
1391,Equus_hemionus,NT,Perissodactyla,235248.07,1.0,1277.5
1392,Equus_kiang,LC,Perissodactyla,281138.63,0.0,
1393,Equus_quagga,NT,Perissodactyla,400000.0,0.0,
1394,Equus_zebra,VU,Perissodactyla,282462.13,1.0,1633.37
1395,Eremitalpa_granti,LC,Afrosoricida,22.04,1.36,
1396,Eremodipus_lichtensteini,LC,Rodentia,,4.86,
1397,Erethizon_dorsatum,LC,Rodentia,7419.46,1.0,
1398,Erignathus_barbatus,LC,Carnivora,279999.99,1.0,2190.0
1399,Erinaceus_amurensis,LC,Erinaceomorpha,,0.0,
1400,Erinaceus_concolor,LC,Erinaceomorpha,665.99,5.23,
1401,Erinaceus_europaeus,LC,Erinaceomorpha,777.95,4.64,349.79
1402,Erinaceus_roumanicus,LC,Erinaceomorpha,,0.0,
1403,Eropeplus_canus,VU,Rodentia,,0.0,
1404,Erophylla_bombifrons,LC,Chiroptera,16.28,0.0,
1405,Erophylla_sezekorni,LC,Chiroptera,15.87,1.0,
1406,Erythrocebus_patas,LC,Primates,7966.3,1.01,1079.79
1407,Eschrichtius_robustus,LC,Cetacea,27324024.19,1.0,
1408,Eubalaena_australis,LC,Cetacea,22999999.91,0.0,3102.5
1409,Eubalaena_glacialis,EN,Cetacea,22999999.91,1.0,3467.5
1410,Eubalaena_japonica,EN,Cetacea,,0.0,
1411,Euchoreutes_naso,LC,Rodentia,,0.0,
1412,Euderma_maculatum,LC,Chiroptera,16.17,1.0,
1413,Eudiscopus_denticulus,LC,Chiroptera,,0.0,
1414,Eudorcas_rufifrons,VU,Artiodactyla,26999.77,1.0,
1415,Eudorcas_rufina,DD,Artiodactyla,39999.99,0.0,
1416,Eudorcas_thomsonii,NT,Artiodactyla,22907.43,1.0,552.51
1417,Eulemur_albifrons,EN,Primates,,0.0,
1418,Eulemur_cinereiceps,CR,Primates,,0.0,
1419,Eulemur_collaris,EN,Primates,,0.0,
1420,Eulemur_coronatus,EN,Primates,1699.85,1.53,
1421,Eulemur_fulvus,NT,Primates,2376.99,1.1,970.9
1422,Eulemur_macaco,VU,Primates,2470.43,1.04,868.7
1423,Eulemur_mongoz,CR,Primates,1771.13,1.11,916.15
1424,Eulemur_rubriventer,VU,Primates,2015.4,1.01,
1425,Eulemur_rufus,VU,Primates,2394.62,0.0,
1426,Eulemur_sanfordi,EN,Primates,2394.03,0.0,
1427,Eumetopias_jubatus,NT,Carnivora,382466.74,0.96,
1428,Eumops_auripendulus,LC,Chiroptera,28.49,0.98,
1429,Eumops_bonariensis,LC,Chiroptera,12.22,0.99,
1430,Eumops_dabbenei,LC,Chiroptera,67.27,0.0,
1431,Eumops_glaucinus,LC,Chiroptera,36.2,1.04,
1432,Eumops_hansae,LC,Chiroptera,15.47,0.0,
1433,Eumops_maurus,DD,Chiroptera,,0.0,
1434,Eumops_patagonicus,LC,Chiroptera,,0.0,
1435,Eumops_perotis,LC,Chiroptera,50.97,0.99,
1436,Eumops_trumbulli,LC,Chiroptera,,0.0,
1437,Eumops_underwoodi,LC,Chiroptera,58.67,1.0,
1438,Euneomys_chinchilloides,DD,Rodentia,75.57,0.0,
1439,Euneomys_fossor,DD,Rodentia,83.0,0.0,
1440,Euneomys_mordax,LC,Rodentia,81.99,0.0,
1441,Euneomys_petersoni,LC,Rodentia,83.0,0.0,
1442,Euoticus_elegantulus,LC,Primates,295.48,0.99,
1443,Euoticus_pallidus,LC,Primates,277.37,0.0,
1444,Eupetaurus_cinereus,EN,Rodentia,,0.0,
1445,Euphractus_sexcinctus,LC,Cingulata,4731.16,1.73,
1446,Eupleres_goudotii,VU,Carnivora,2763.34,1.0,
1447,Euroscaptor_grandis,LC,Soricomorpha,,0.0,
1448,Euroscaptor_klossi,LC,Soricomorpha,,4.5,
1449,Euroscaptor_longirostris,LC,Soricomorpha,,0.0,
1450,Euroscaptor_micrura,LC,Soricomorpha,60.46,0.0,
1451,Euroscaptor_mizura,LC,Soricomorpha,25.05,3.0,
1452,Euroscaptor_parvidens,DD,Soricomorpha,,0.0,
1453,Euryzygomatomys_spinosus,LC,Rodentia,187.49,0.97,
1454,Exilisciurus_concinnus,LC,Rodentia,27.72,1.94,
1455,Exilisciurus_exilis,DD,Rodentia,21.75,2.46,
1456,Exilisciurus_whiteheadi,LC,Rodentia,24.91,1.94,
1457,Falsistrellus_affinis,LC,Chiroptera,,0.0,
1458,Falsistrellus_mackenziei,NT,Chiroptera,23.0,0.0,
1459,Falsistrellus_mordax,DD,Chiroptera,,0.0,
1460,Falsistrellus_petersi,DD,Chiroptera,,0.0,
1461,Falsistrellus_tasmaniensis,LC,Chiroptera,22.54,0.0,
1462,Felis_bieti,VU,Carnivora,5486.95,0.0,
1463,Felis_chaus,LC,Carnivora,7157.99,2.94,
1464,Felis_margarita,LC,Carnivora,2823.36,4.12,
1465,Felis_nigripes,VU,Carnivora,1362.77,1.78,
1466,Felis_silvestris,LC,Carnivora,4573.08,3.59,365.0
1467,Felovia_vae,DD,Rodentia,205.0,1.0,
1468,Feresa_attenuata,DD,Cetacea,170000.0,1.0,
1469,Feroculus_feroculus,EN,Soricomorpha,35.99,0.0,
1470,Fossa_fossana,VU,Carnivora,1853.98,1.0,
1471,Funambulus_layardi,VU,Rodentia,,2.43,
1472,Funambulus_palmarum,LC,Rodentia,136.4,2.62,
1473,Funambulus_pennantii,LC,Rodentia,102.49,2.95,
1474,Funambulus_sublineatus,VU,Rodentia,70.93,2.0,
1475,Funambulus_tristriatus,LC,Rodentia,134.62,2.64,
1476,Funisciurus_anerythrus,LC,Rodentia,223.54,1.32,
1477,Funisciurus_bayonii,DD,Rodentia,134.99,0.0,
1478,Funisciurus_carruthersi,LC,Rodentia,276.85,0.0,
1479,Funisciurus_congicus,LC,Rodentia,112.0,2.44,
1480,Funisciurus_isabella,LC,Rodentia,109.31,0.98,
1481,Funisciurus_lemniscatus,LC,Rodentia,140.99,1.8,
1482,Funisciurus_leucogenys,LC,Rodentia,250.0,0.97,
1483,Funisciurus_pyrropus,LC,Rodentia,243.18,1.26,
1484,Funisciurus_substriatus,DD,Rodentia,185.73,0.0,
1485,Furipterus_horrens,LC,Chiroptera,3.15,1.0,
1486,Galago_gallarum,LC,Primates,250.0,0.0,
1487,Galago_matschiei,LC,Primates,211.61,0.99,
1488,Galago_moholi,LC,Primates,191.96,1.6,259.15
1489,Galago_senegalensis,LC,Primates,215.2,1.5,511.0
1490,Galea_flavidens,LC,Rodentia,450.0,0.0,
1491,Galea_musteloides,DD,Rodentia,386.64,2.6,
1492,Galea_spixii,LC,Rodentia,360.61,2.19,
1493,Galemys_pyrenaicus,VU,Soricomorpha,60.17,3.54,
1494,Galenomys_garleppi,DD,Rodentia,59.3,0.0,
1495,Galictis_cuja,LC,Carnivora,1000.0,0.0,
1496,Galictis_vittata,LC,Carnivora,,0.0,
1497,Galidia_elegans,LC,Carnivora,810.0,1.0,
1498,Galidictis_fasciata,VU,Carnivora,549.99,1.0,
1499,Galidictis_grandidieri,EN,Carnivora,1400.0,1.0,
1500,Gazella_bennettii,LC,Artiodactyla,18916.67,0.0,
1501,Gazella_cuvieri,VU,Artiodactyla,,0.0,
1502,Gazella_dorcas,VU,Artiodactyla,15635.95,1.22,836.45
1503,Gazella_gazella,VU,Artiodactyla,21306.83,1.22,547.5
1504,Gazella_leptoceros,EN,Artiodactyla,24645.75,1.0,319.37
1505,Gazella_saudiya,EX,Artiodactyla,16000.0,0.0,
1506,Gazella_spekei,EN,Artiodactyla,20000.0,1.0,
1507,Gazella_subgutturosa,VU,Artiodactyla,26981.37,1.39,
1508,Genetta_abyssinica,DD,Carnivora,1405.48,0.0,
1509,Genetta_angolensis,LC,Carnivora,1859.64,0.0,
1510,Genetta_bourloni,VU,Carnivora,,0.0,
1511,Genetta_cristata,VU,Carnivora,1863.23,2.5,
1512,Genetta_genetta,LC,Carnivora,1756.17,2.29,
1513,Genetta_johnstoni,NT,Carnivora,2225.0,0.0,
1514,Genetta_maculata,LC,Carnivora,1950.0,2.12,
1515,Genetta_pardina,LC,Carnivora,,0.0,
1516,Genetta_piscivora,NT,Carnivora,1648.05,0.96,
1517,Genetta_poensis,DD,Carnivora,,0.0,
1518,Genetta_servalina,LC,Carnivora,1175.84,1.5,
1519,Genetta_thierryi,LC,Carnivora,1400.0,0.0,
1520,Genetta_tigrina,LC,Carnivora,2066.57,2.76,
1521,Genetta_victoriae,LC,Carnivora,2743.69,0.0,
1522,Geocapromys_brownii,VU,Rodentia,1497.48,1.73,365.0
1523,Geocapromys_ingrahami,VU,Rodentia,733.52,1.04,
1524,Geocapromys_thoracatus,EX,Rodentia,1500.0,0.0,
1525,Geogale_aurita,LC,Afrosoricida,6.69,3.4,
1526,Geomys_arenarius,NT,Rodentia,206.0,4.71,
1527,Geomys_attwateri,LC,Rodentia,144.06,1.89,
1528,Geomys_breviceps,LC,Rodentia,136.47,2.53,
1529,Geomys_bursarius,LC,Rodentia,203.75,3.14,
1530,Geomys_knoxjonesi,LC,Rodentia,172.49,0.0,
1531,Geomys_personatus,LC,Rodentia,397.0,3.09,
1532,Geomys_pinetis,LC,Rodentia,201.15,1.68,
1533,Geomys_texensis,LC,Rodentia,,0.0,
1534,Geomys_tropicalis,CR,Rodentia,349.99,4.0,
1535,Georychus_capensis,LC,Rodentia,188.36,5.94,
1536,Geoxus_valdivianus,LC,Rodentia,30.8,3.4,
1537,Gerbilliscus_afra,LC,Rodentia,92.13,3.92,
1538,Gerbilliscus_boehmi,LC,Rodentia,,4.06,
1539,Gerbilliscus_brantsii,LC,Rodentia,89.41,2.74,
1540,Gerbilliscus_guineae,LC,Rodentia,102.5,0.0,
1541,Gerbilliscus_inclusus,LC,Rodentia,118.5,0.0,125.0
1542,Gerbilliscus_kempi,LC,Rodentia,100.83,4.0,
1543,Gerbilliscus_leucogaster,LC,Rodentia,73.75,4.5,
1544,Gerbilliscus_nigricaudus,LC,Rodentia,123.0,4.44,
1545,Gerbilliscus_phillipsi,LC,Rodentia,127.07,0.0,
1546,Gerbilliscus_robustus,LC,Rodentia,95.99,5.26,
1547,Gerbilliscus_validus,LC,Rodentia,121.0,3.94,
1548,Gerbillurus_paeba,LC,Rodentia,25.91,3.64,
1549,Gerbillurus_setzeri,LC,Rodentia,38.29,0.0,
1550,Gerbillurus_tytonis,LC,Rodentia,29.79,4.4,
1551,Gerbillurus_vallinus,LC,Rodentia,35.24,3.87,
1552,Gerbillus_acticola,DD,Rodentia,,0.0,
1553,Gerbillus_agag,DD,Rodentia,,0.0,
1554,Gerbillus_amoenus,LC,Rodentia,13.2,0.0,
1555,Gerbillus_andersoni,LC,Rodentia,27.5,3.89,
1556,Gerbillus_aquilus,LC,Rodentia,,0.0,
1557,Gerbillus_brockmani,DD,Rodentia,,0.0,
1558,Gerbillus_burtoni,DD,Rodentia,,0.0,
1559,Gerbillus_cheesmani,LC,Rodentia,28.0,8.0,
1560,Gerbillus_dunni,LC,Rodentia,,0.0,
1561,Gerbillus_famulus,LC,Rodentia,,0.0,
1562,Gerbillus_floweri,LC,Rodentia,,0.0,
1563,Gerbillus_gerbillus,LC,Rodentia,26.99,4.14,
1564,Gerbillus_gleadowi,LC,Rodentia,26.01,3.0,
1565,Gerbillus_grobbeni,DD,Rodentia,,0.0,
1566,Gerbillus_henleyi,LC,Rodentia,8.0,4.0,
1567,Gerbillus_hesperinus,EN,Rodentia,,0.0,
1568,Gerbillus_hoogstraali,VU,Rodentia,,0.0,
1569,Gerbillus_latastei,LC,Rodentia,,4.86,
1570,Gerbillus_mesopotamiae,LC,Rodentia,,0.0,
1571,Gerbillus_muriculus,DD,Rodentia,,0.0,
1572,Gerbillus_nancillus,DD,Rodentia,,0.0,
1573,Gerbillus_nanus,LC,Rodentia,25.5,3.16,
1574,Gerbillus_nigeriae,LC,Rodentia,29.7,0.0,
1575,Gerbillus_occiduus,DD,Rodentia,,0.0,
1576,Gerbillus_perpallidus,LC,Rodentia,52.22,4.65,
1577,Gerbillus_poecilops,LC,Rodentia,,0.0,
1578,Gerbillus_principulus,DD,Rodentia,,0.0,
1579,Gerbillus_pulvinatus,LC,Rodentia,,0.0,
1580,Gerbillus_pusillus,LC,Rodentia,12.55,0.0,
1581,Gerbillus_pyramidum,LC,Rodentia,42.8,3.3,
1582,Gerbillus_rosalinda,LC,Rodentia,,0.0,
1583,Gerbillus_tarabuli,LC,Rodentia,,0.0,
1584,Gerbillus_watersi,LC,Rodentia,,0.0,
1585,Giraffa_camelopardalis,VU,Artiodactyla,964654.73,1.29,1825.0
1586,Glaucomys_sabrinus,LC,Rodentia,137.53,3.0,
1587,Glaucomys_volans,LC,Rodentia,71.9,3.13,
1588,Glauconycteris_alboguttata,LC,Chiroptera,,0.0,
1589,Glauconycteris_argentata,LC,Chiroptera,9.3,0.0,
1590,Glauconycteris_beatrix,LC,Chiroptera,7.5,0.0,
1591,Glauconycteris_curryae,DD,Chiroptera,,0.0,
1592,Glauconycteris_egeria,DD,Chiroptera,,0.0,
1593,Glauconycteris_gleni,DD,Chiroptera,10.81,0.0,
1594,Glauconycteris_humeralis,DD,Chiroptera,5.49,0.0,
1595,Glauconycteris_kenyacola,DD,Chiroptera,7.17,0.0,
1596,Glauconycteris_machadoi,DD,Chiroptera,,0.0,
1597,Glauconycteris_poensis,LC,Chiroptera,6.91,0.0,
1598,Glauconycteris_superba,LC,Chiroptera,,0.0,
1599,Glauconycteris_variegata,LC,Chiroptera,11.25,1.12,
1600,Glironia_venusta,LC,Didelphimorphia,114.0,0.0,
1601,Glirulus_japonicus,LC,Rodentia,,4.0,
1602,Glis_glis,LC,Rodentia,128.09,5.17,319.37
1603,Glischropus_javanus,DD,Chiroptera,,0.0,
1604,Glischropus_tylopus,LC,Chiroptera,4.59,1.0,
1605,Globicephala_macrorhynchus,DD,Cetacea,725999.99,0.97,
1606,Globicephala_melas,DD,Cetacea,800000.0,1.0,
1607,Glossophaga_commissarisi,LC,Chiroptera,9.15,0.98,
1608,Glossophaga_leachii,LC,Chiroptera,10.24,0.98,
1609,Glossophaga_longirostris,DD,Chiroptera,13.32,0.98,
1610,Glossophaga_morenoi,LC,Chiroptera,8.54,1.0,
1611,Glossophaga_soricina,LC,Chiroptera,9.97,1.0,
1612,Glyphonycteris_behnii,DD,Chiroptera,,0.0,
1613,Glyphonycteris_daviesi,LC,Chiroptera,18.61,0.98,
1614,Glyphonycteris_sylvestris,LC,Chiroptera,8.91,0.0,
1615,Glyphotes_simus,DD,Rodentia,,0.0,
1616,Golunda_ellioti,LC,Rodentia,60.73,4.83,
1617,Gorilla_beringei,CR,Primates,149325.19,0.0,
1618,Gorilla_gorilla,CR,Primates,112588.99,1.05,3650.0
1619,Gracilinanus_aceramarcae,LC,Didelphimorphia,20.5,0.0,
1620,Gracilinanus_agilis,LC,Didelphimorphia,22.03,12.0,
1621,Gracilinanus_dryas,LC,Didelphimorphia,18.53,0.0,
1622,Gracilinanus_emiliae,DD,Didelphimorphia,7.59,0.0,
1623,Gracilinanus_marica,LC,Didelphimorphia,23.8,5.99,
1624,Gracilinanus_microtarsus,LC,Didelphimorphia,29.3,0.0,
1625,Grammomys_aridulus,DD,Rodentia,,0.0,
1626,Grammomys_buntingi,DD,Rodentia,,0.0,
1627,Grammomys_caniceps,DD,Rodentia,,0.0,
1628,Grammomys_cometes,LC,Rodentia,45.0,2.9,
1629,Grammomys_dolichurus,LC,Rodentia,41.85,3.11,
1630,Grammomys_dryas,NT,Rodentia,,0.0,
1631,Grammomys_gigas,EN,Rodentia,,0.0,
1632,Grammomys_ibeanus,LC,Rodentia,41.19,0.0,
1633,Grammomys_kuru,LC,Rodentia,,0.0,
1634,Grammomys_macmillani,LC,Rodentia,37.01,0.0,
1635,Grammomys_minnae,VU,Rodentia,35.99,0.0,
1636,Grampus_griseus,LC,Cetacea,387500.0,0.97,
1637,Graomys_centralis,DD,Rodentia,,0.0,
1638,Graomys_domorum,LC,Rodentia,102.0,0.0,
1639,Graomys_edithae,DD,Rodentia,40.4,0.0,
1640,Graomys_griseoflavus,LC,Rodentia,68.32,6.97,
1641,Graphiurus_angolensis,DD,Rodentia,,0.0,
1642,Graphiurus_christyi,LC,Rodentia,,4.99,
1643,Graphiurus_crassicaudatus,DD,Rodentia,,3.16,
1644,Graphiurus_johnstoni,DD,Rodentia,,0.0,
1645,Graphiurus_kelleni,LC,Rodentia,10.5,4.41,
1646,Graphiurus_lorraineus,LC,Rodentia,,4.99,
1647,Graphiurus_microtis,LC,Rodentia,,0.0,
1648,Graphiurus_monardi,DD,Rodentia,,0.0,
1649,Graphiurus_murinus,LC,Rodentia,20.07,3.0,
1650,Graphiurus_nagtglasii,LC,Rodentia,30.0,3.11,
1651,Graphiurus_ocularis,LC,Rodentia,68.8,4.99,
1652,Graphiurus_platyops,LC,Rodentia,46.1,5.17,
1653,Graphiurus_rupicola,LC,Rodentia,,0.0,
1654,Graphiurus_surdus,DD,Rodentia,,4.99,
1655,Gulo_gulo,LC,Carnivora,12792.49,2.84,
1656,Gymnobelideus_leadbeateri,CR,Diprotodontia,137.32,1.54,365.0
1657,Gymnuromys_roberti,LC,Rodentia,97.5,1.94,
1658,Habromys_chinanteco,CR,Rodentia,40.0,0.0,
1659,Habromys_delicatulus,CR,Rodentia,,0.0,
1660,Habromys_ixtlani,CR,Rodentia,,0.0,
1661,Habromys_lepturus,CR,Rodentia,84.99,1.9,
1662,Habromys_lophurus,NT,Rodentia,40.0,0.0,
1663,Habromys_simulatus,EN,Rodentia,40.0,0.0,
1664,Hadromys_humei,EN,Rodentia,,0.0,
1665,Hadromys_yunnanensis,DD,Rodentia,,0.0,
1666,Haeromys_margarettae,DD,Rodentia,,0.0,
1667,Haeromys_minahassae,VU,Rodentia,,0.0,
1668,Haeromys_pusillus,VU,Rodentia,,0.0,
1669,Halichoerus_grypus,LC,Carnivora,197570.01,0.96,1825.0
1670,Handleyomys_fuscatus,LC,Rodentia,49.5,0.0,
1671,Handleyomys_intectus,LC,Rodentia,60.5,0.0,
1672,Hapalemur_alaotrensis,CR,Primates,1616.83,0.0,
1673,Hapalemur_aureus,CR,Primates,1562.41,1.01,
1674,Hapalemur_griseus,VU,Primates,916.0,1.5,996.45
1675,Hapalemur_occidentalis,VU,Primates,,0.0,
1676,Hapalomys_delacouri,VU,Rodentia,,0.0,
1677,Hapalomys_longicaudatus,EN,Rodentia,70.0,0.0,
1678,Haplonycteris_fischeri,LC,Chiroptera,18.25,1.0,410.62
1679,Harpiocephalus_harpia,LC,Chiroptera,13.65,0.0,
1680,Harpyionycteris_celebensis,VU,Chiroptera,116.77,0.98,
1681,Harpyionycteris_whiteheadi,LC,Chiroptera,135.48,1.0,365.0
1682,Heimyscus_fumosus,LC,Rodentia,17.2,0.0,
1683,Helarctos_malayanus,VU,Carnivora,57075.78,1.1,
1684,Heliophobius_argenteocinereus,LC,Rodentia,159.46,2.46,
1685,Heliosciurus_gambianus,LC,Rodentia,248.36,2.91,
1686,Heliosciurus_mutabilis,LC,Rodentia,390.0,0.0,
1687,Heliosciurus_punctatus,DD,Rodentia,173.85,0.0,
1688,Heliosciurus_rufobrachium,LC,Rodentia,332.88,2.0,
1689,Heliosciurus_ruwenzorii,LC,Rodentia,291.0,2.91,
1690,Heliosciurus_undulatus,DD,Rodentia,347.33,0.0,
1691,Helogale_hirtula,LC,Carnivora,484.63,0.0,
1692,Helogale_parvula,LC,Carnivora,281.83,3.49,
1693,Hemibelideus_lemuroides,NT,Diprotodontia,993.59,1.0,
1694,Hemicentetes_nigriceps,LC,Afrosoricida,102.99,2.84,
1695,Hemicentetes_semispinosus,LC,Afrosoricida,134.0,5.32,
1696,Hemiechinus_auritus,LC,Erinaceomorpha,322.04,3.74,
1697,Hemiechinus_collaris,LC,Erinaceomorpha,,3.87,
1698,Hemigalus_derbyanus,NT,Carnivora,1262.7,1.73,
1699,Hemitragus_jemlahicus,NT,Artiodactyla,68616.43,1.01,730.0
1700,Herpestes_brachyurus,NT,Carnivora,1396.16,3.49,
1701,Herpestes_fuscus,LC,Carnivora,,0.0,
1702,Herpestes_ichneumon,LC,Carnivora,2980.02,3.0,
1703,Herpestes_javanicus,LC,Carnivora,750.0,2.21,
1704,Herpestes_naso,LC,Carnivora,3002.08,0.0,
1705,Herpestes_semitorquatus,NT,Carnivora,,0.0,
1706,Herpestes_smithii,LC,Carnivora,1702.5,2.5,
1707,Herpestes_urva,LC,Carnivora,2384.19,3.0,
1708,Herpestes_vitticollis,LC,Carnivora,2380.0,2.73,
1709,Hesperoptenus_blanfordi,LC,Chiroptera,6.91,0.0,
1710,Hesperoptenus_doriae,DD,Chiroptera,,0.0,
1711,Hesperoptenus_gaskelli,DD,Chiroptera,,0.0,
1712,Hesperoptenus_tickelli,LC,Chiroptera,16.3,1.0,
1713,Hesperoptenus_tomesi,VU,Chiroptera,,0.0,
1714,Heterocephalus_glaber,LC,Rodentia,39.36,11.3,
1715,Heterohyrax_brucei,LC,Hyracoidea,2453.66,1.89,
1716,Heteromys_anomalus,LC,Rodentia,69.06,2.83,
1717,Heteromys_australis,LC,Rodentia,267.49,2.75,
1718,Heteromys_desmarestianus,LC,Rodentia,74.0,3.06,
1719,Heteromys_gaumeri,LC,Rodentia,63.59,2.95,
1720,Heteromys_nelsoni,EN,Rodentia,67.55,0.0,
1721,Heteromys_oasicus,EN,Rodentia,,0.0,
1722,Heteromys_oresterus,LC,Rodentia,74.8,3.41,
1723,Heteromys_teleus,VU,Rodentia,,0.0,
1724,Heteropsomys_insulans,EX,Rodentia,,0.0,
1725,Hexolobodon_phenax,EX,Rodentia,,0.0,
1726,Hippocamelus_antisensis,VU,Artiodactyla,68599.35,1.0,
1727,Hippocamelus_bisulcus,EN,Artiodactyla,69240.81,1.0,
1728,Hippopotamus_amphibius,VU,Artiodactyla,1536310.4,1.0,1460.0
1729,Hipposideros_abae,LC,Chiroptera,,1.5,
1730,Hipposideros_armiger,LC,Chiroptera,49.99,0.0,
1731,Hipposideros_ater,LC,Chiroptera,5.86,0.99,380.2
1732,Hipposideros_beatus,LC,Chiroptera,6.7,0.0,
1733,Hipposideros_bicolor,LC,Chiroptera,8.39,0.99,
1734,Hipposideros_breviceps,DD,Chiroptera,,0.0,
1735,Hipposideros_caffer,LC,Chiroptera,9.46,0.99,730.0
1736,Hipposideros_calcaratus,LC,Chiroptera,,0.0,
1737,Hipposideros_camerunensis,DD,Chiroptera,,0.0,
1738,Hipposideros_cervinus,LC,Chiroptera,8.51,0.0,
1739,Hipposideros_cineraceus,LC,Chiroptera,3.84,0.98,
1740,Hipposideros_commersoni,NT,Chiroptera,89.99,0.99,882.08
1741,Hipposideros_coronatus,DD,Chiroptera,,0.0,
1742,Hipposideros_corynophyllus,DD,Chiroptera,15.07,0.0,
1743,Hipposideros_coxi,EN,Chiroptera,,0.0,
1744,Hipposideros_crumeniferus,DD,Chiroptera,,0.0,
1745,Hipposideros_curtus,VU,Chiroptera,,0.0,
1746,Hipposideros_cyclops,LC,Chiroptera,32.92,1.0,
